code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,fiscal_month,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason,yield_used,manual_check_reason,core_buyable_now,satellite_buyable_now
20090,1108.0,1083.36,1075.8866666666668,1036.76,1166.0,776.0,1017.765,54.70721449369136,-0.0497427101200685,0.0841487279843444,0.1913978494623656,0.3611793611793612,True,True,True,True,True,True,True,False,False,10.0,10.0,5,22,yf,False,1.0,1.0,0.6022877254729433,False,1530000000.0,968000000.0,,968000000.0,41.0,1542.32,40.81,23279988.0,12.0,1.0,,食料品,食品,鳥越製粉,0.0370036101083032,0.0375277774793647,False,False,27.150208282283756,0.7183982571710151,0.0593155987018884,0.7777777777777778,True,False,True,False,False,False,5,,False,0.1572996341868971,False,2,TT_not_all_pass,False,False,False,False,38.35360724684568,TT_not_all_pass,total,,True,False
66580,710.0,733.8144775390625,687.0060469563803,658.1545352172851,805.7237548828125,488.0,641.7949755859376,60.62762859915885,0.0334788937409025,0.0757575757575756,0.2862318840579709,0.1507293354943273,True,True,True,True,False,True,True,False,False,10.0,10.0,5,13,yf,False,1.0,1.0,0.1500266951414842,False,2448000000.0,452000000.0,,452000000.0,30.0,657.98,137.57,15088887.0,3.0,1.0,div_split_adjusted,電気機器,電機・精密,シライ電子工業,0.0422535211267605,0.0421912973640706,False,False,5.161008940902813,1.079060153804067,0.2285050795293027,0.0284090909090909,True,False,True,False,False,False,5,,False,-0.2494039103481163,False,0,TT_not_all_pass,False,False,False,False,38.31381429957942,TT_not_all_pass,total,,True,False
40450,1745.0,1784.81,1647.01,1596.6775,1922.5,1241.5,1561.99,64.5422193464898,0.051838456901748,0.1250805931656995,0.2450945415626115,0.2177250523377529,True,True,True,True,False,True,True,False,False,10.0,10.0,5,26,yf,False,1.0,1.0,0.5272683104579132,False,6589000000.0,6788000000.0,,6788000000.0,60.0,1897.6,104.56,112029054.0,12.0,1.0,div_split_adjusted,化学,素材・化学,東亞合成,0.0343839541547277,0.0347228795371678,False,False,16.688982402448353,0.9195826306913996,0.0337049282955802,0.5696969696969697,True,False,True,False,False,False,5,,False,-0.2079218665219751,False,0,TT_not_all_pass,False,False,False,False,37.2711096732449,TT_not_all_pass,total,,True,False
30020,3815.0,4200.564965820313,4055.3001318359375,3958.925098876953,4501.83984375,2357.0,3884.104890136719,38.725331607893885,-0.1055099648300117,-0.0026143790849673,0.0931232091690543,0.4288389513108614,False,True,True,True,False,True,True,False,False,10.0,10.0,5,26,yf,True,1.0,1.0,0.6209282818397875,False,4087000000.0,6331000000.0,,6331000000.0,390.0,3667.2,189.7,32470228.0,3.0,1.0,div_split_adjusted; yield_split_mismatch,繊維製品,素材・化学,グンゼ,0.1022280471821756,0.0511084174069853,True,False,20.11070110701107,1.0403032286212914,0.0329932241261016,0.6176470588235294,True,False,True,False,False,False,4,,False,-1.1143647032272626,True,3,TT_not_all_pass,False,False,False,False,36.36266580394694,TT_not_all_pass,total,yield_split_mismatch; yf_source_high_yield,True,False
24490,1086.0,1091.84,1098.5866666666666,1083.1,1206.0,870.0,1072.485,38.66062762859916,-0.0414827890556045,-0.0009199632014719,0.0925553319919516,0.1677419354838709,False,True,True,False,False,False,True,False,False,10.0,10.0,5,18,yf,False,1.0,1.0,0.485054347826087,False,282000000.0,181000000.0,,181000000.0,41.0,1208.2,107.45,4438932.0,8.0,1.0,,サービス業,情報通信・サービスその他,プラップジャパン,0.0377532228360957,0.0375465690095425,False,False,10.107026523964636,0.8988578049991723,0.0584979693960828,0.208,True,False,True,False,False,False,5,,False,1.0892475209021972,False,4,TT_not_all_pass,False,False,False,False,36.33031381429958,TT_not_all_pass,total,,True,False
36820,671.0,666.783525390625,643.9397611490886,635.7748208618164,711.0,527.0,631.1243661499024,45.29278550630863,-0.0275362318840579,0.1054365733113673,0.0875202593192869,0.065079365079365,True,True,True,True,True,False,True,False,False,8.0,8.0,5,13,yf,False,1.0,1.0,0.5171821305841925,False,84000000.0,167000000.0,,167000000.0,25.0,527.39,33.07,6661168.0,3.0,1.0,div_split_adjusted,情報･通信業,情報通信・サービスその他,エンカレッジ・テクノロジ,0.03725782414307,0.0373631569231864,False,False,20.29029331720593,1.272303229109388,0.0187934442008841,0.7222222222222222,True,False,True,False,False,False,5,,False,-0.294260700389105,True,3,TT_not_all_pass,False,False,False,False,35.64639275315432,TT_not_all_pass,total,,True,False
18260,1070.0,1162.6723413085938,1161.190047200521,1156.0525354003903,1282.0,974.0,1155.140164794922,17.793594306049823,-0.0589270008795075,-0.1120331950207469,-0.011090573012939,-0.0514184397163121,False,True,True,True,False,False,True,False,False,5.0,5.0,5,14,yf,True,1.0,1.0,0.5400326797385621,False,538000000.0,924000000.0,,924000000.0,60.0,1007.73,39.86,15403202.0,3.0,1.0,div_split_adjusted,建設業,建設・資材,佐田建設,0.0560747663551401,0.056063109596898,False,False,26.843953838434523,1.061792345171822,0.0326428062371549,0.8909090909090909,True,False,True,False,False,False,3,,False,0.8662900188323919,True,7,TT_not_all_pass,False,False,False,False,35.39679715302491,TT_not_all_pass,total,yf_source_high_yield,False,False
96980,1201.0,1172.971953125,1183.541971842448,1165.251478881836,1260.0,996.0,1155.9228588867188,37.690067939178256,-0.0187908496732026,0.0126475548060707,0.0790655884995508,0.0256191289496157,True,True,True,False,True,False,True,False,False,9.0,9.0,5,20,yf,False,1.0,1.0,0.3074925816023738,False,694000000.0,413000000.0,,413000000.0,51.0,947.92,89.16,7737087.0,3.0,1.0,,情報･通信業,情報通信・サービスその他,クレオ,0.0424646128226477,0.0444456809024812,False,False,13.470165993719156,1.2669845556587054,0.0746859625818934,0.3214285714285714,True,False,True,False,False,False,5,,False,0.4341114457831327,False,3,TT_not_all_pass,False,False,False,False,35.345033969589124,TT_not_all_pass,total,,True,False
99280,1792.0,1739.9846728515624,1827.8137638346357,1826.1203228759769,2024.0,1627.0,1836.3304107666013,17.66418634746037,-0.0963187090267272,-0.0729436109674082,0.0027979854504756,-0.0523532522474881,False,True,False,False,True,False,True,False,False,10.0,10.0,5,25,yf,False,1.0,1.0,0.6399755501222494,False,1984000000.0,1646000000.0,,1646000000.0,55.0,978.29,146.4,29931156.0,3.0,1.0,,情報･通信業,情報通信・サービスその他,ミロク情報サービス,0.0306919642857142,0.0306879823056044,False,False,12.240437158469945,1.8317676762514183,0.0369896457438148,0.2539682539682539,True,False,True,False,False,False,1,,False,0.2883497966298662,True,6,TT_not_all_pass,False,False,True,False,34.832093173730186,TT_not_all_pass,total,,False,False
42480,884.0,880.2,856.7733333333333,848.48,905.0,773.0,843.365,44.83985765124555,0.0267131242740998,0.0436835891381346,0.0625,0.0663449939686369,True,True,True,True,True,False,True,False,False,6.0,6.0,5,12,yf,False,1.0,1.0,0.4400406504065041,False,1425000000.0,433000000.0,,433000000.0,36.0,966.76,53.14,12046896.0,12.0,1.0,div_split_adjusted,化学,素材・化学,竹本容器,0.0407239819004524,0.0406593536231147,False,False,16.635302973278133,0.914394472257851,0.1338096510691421,0.5636363636363636,True,False,True,False,False,False,4,,False,0.149501661129568,False,2,TT_not_all_pass,False,False,False,False,34.419928825622776,TT_not_all_pass,total,,True,False
